RowNumber,CustomerId,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Surname,Geography,Gender,CreditScore_norm,EstimatedSalary_norm,Balance_norm,Credit_per_age,isOutlier
1148.0,15671209.0,652.0,37.0,5.0,101713.84,3.0,1.0,0.0,134594.99,0.0,Holden,Germany,Female,0.604,0.6728529185816219,0.4053990207737333,17.62162162162162,1
1149.0,15616529.0,613.0,34.0,5.0,0.0,1.0,1.0,1.0,41724.72,0.0,Hsieh,Spain,Male,0.5259999999999999,0.2082748777265867,0.0,18.029411764705884,1
1150.0,15773906.0,655.0,38.0,5.0,0.0,2.0,0.0,0.0,110527.71,0.0,Doherty,France,Male,0.61,0.5524577717697351,0.0,17.236842105263158,1
1151.0,15690533.0,700.0,27.0,6.0,137963.07,1.0,0.0,0.0,8996.79,0.0,Page,France,Female,0.7000000000000001,0.04455534077853289,0.5498769241328223,25.925925925925927,1
1152.0,15752463.0,826.0,29.0,4.0,129938.07,1.0,1.0,1.0,100272.16500000001,0.0,Samuel,Spain,Female,0.9520000000000001,0.5011550135888807,0.5178918261195213,28.482758620689655,1
1153.0,15589754.0,652.0,45.0,2.0,151421.44,1.0,0.0,1.0,100272.16500000001,0.0,Malloy,Germany,Male,0.604,0.5011550135888807,0.6035177071296159,14.488888888888889,1
1154.0,15669899.0,755.0,45.0,7.0,135643.0,1.0,1.0,0.0,143619.52,0.0,Fitts,Germany,Female,0.8099999999999999,0.7179975969274207,0.5406298629056921,16.77777777777778,1
4988.5,15766887.0,538.0,37.0,2.0,122773.5,2.0,1.0,1.0,100272.16500000001,0.0,Smith,Spain,Male,0.376,0.5011550135888807,0.4893361284655456,14.54054054054054,1
1156.0,15768006.0,729.0,34.0,3.0,152303.8,1.0,1.0,0.0,12128.69,0.0,Wu,France,Male,0.7579999999999999,0.0602224855618299,0.6070345134951007,21.441176470588236,1
1157.0,15690533.0,615.0,49.0,3.0,0.0,2.0,1.0,1.0,49872.33,0.0,Yefimova,France,Male,0.5299999999999999,0.24903281556235365,0.0,12.551020408163266,1
1158.0,15811327.0,700.0,54.0,1.0,79415.67,1.0,1.0,1.0,139735.54,0.0,Pan,Spain,Male,0.7000000000000001,0.6985682163611735,0.3165256060737649,12.962962962962964,1
1159.0,15690533.0,434.0,58.0,9.0,125801.03,2.0,1.0,0.0,60891.8,1.0,Ts'ui,Germany,Female,0.16799999999999993,0.30415706343910515,0.5014029002771604,7.482758620689655,1
1160.0,15690664.0,729.0,37.0,10.0,0.0,2.0,1.0,0.0,100862.54,0.0,Liang,Spain,Male,0.7579999999999999,0.5041083296594573,0.0,19.7027027027027,1
1161.0,15690533.0,513.0,35.0,8.0,0.0,1.0,1.0,1.0,100272.16500000001,1.0,Tsao,France,Male,0.32599999999999996,0.5011550135888807,0.0,14.657142857142857,1
4988.5,15781802.0,755.0,41.0,6.0,104817.41,1.0,1.0,0.0,126013.58,1.0,Abramov,France,Male,0.8099999999999999,0.6299249218656243,0.4177688638442804,18.414634146341463,1
1163.0,15752731.0,615.0,30.0,9.0,0.0,1.0,1.0,0.0,87347.82,0.0,Millar,France,Male,0.5299999999999999,0.436501741024533,0.0,20.5,1
1164.0,15600997.0,747.0,32.0,5.0,67495.04,2.0,0.0,1.0,77370.37,0.0,Demuth,Germany,Male,0.7939999999999999,0.38659013665718184,0.269013765708619,23.34375,1
1165.0,15750776.0,850.0,36.0,0.0,164850.54,1.0,1.0,1.0,62722.44,0.0,Genovese,France,Female,0.9999999999999999,0.31331473192344206,0.6570418292144035,23.61111111111111,1
4988.5,15723907.0,712.0,37.0,5.0,154776.42,2.0,0.0,0.0,196257.68,0.0,Lawless,Germany,Female,0.7239999999999999,0.9813168835733396,0.6168895905106333,19.243243243243242,1
1167.0,15633419.0,622.0,28.0,1.0,143124.63,2.0,1.0,0.0,81723.8,0.0,Brooks,Germany,Female,0.5439999999999999,0.40836791312320847,0.570449260893138,22.214285714285715,1
1168.0,15702430.0,652.0,35.0,10.0,0.0,1.0,1.0,1.0,31299.71,0.0,Ignatyeva,France,Male,0.604,0.1561243808916561,0.0,18.62857142857143,1
1169.0,15710456.0,607.0,27.0,5.0,0.0,2.0,1.0,0.0,63495.86,0.0,Balmain,France,Female,0.5139999999999999,0.3171837197960745,0.0,22.48148148148148,1
1170.0,15650351.0,653.0,37.0,5.0,102133.38,1.0,1.0,1.0,166520.96,0.0,Smith,France,Female,0.606,0.8325606979925855,0.40707117379809477,17.64864864864865,1
1171.0,15590820.0,652.0,26.0,6.0,97221.52,1.0,0.0,0.0,150242.44,0.0,Ecuyer,Spain,Male,0.604,0.7511283630847673,0.3874940618320371,25.076923076923077,1
1172.0,15640454.0,693.0,40.0,0.0,120711.73,1.0,0.0,0.0,27345.18,0.0,Parkhill,Germany,Male,0.686,0.1363420781170172,0.4811185688978342,17.325,1
1173.0,15690533.0,647.0,43.0,3.0,97221.52,2.0,1.0,1.0,87000.39,0.0,Li Fonti,Germany,Female,0.594,0.43476374296838144,0.3874940618320371,15.046511627906977,1
1174.0,15808182.0,478.0,36.0,3.0,92363.3,1.0,1.0,1.0,44912.7,0.0,Beneventi,Spain,Female,0.256,0.22422255939785818,0.3681307418482142,13.277777777777779,1
1175.0,15588670.0,705.0,40.0,5.0,203715.15,1.0,1.0,0.0,100272.16500000001,1.0,Despeissis,Spain,Female,0.7099999999999999,0.5011550135888807,0.811943805550692,17.625,1
1176.0,15721292.0,719.0,39.0,5.0,0.0,1.0,1.0,0.0,145759.7,0.0,Atkins,Spain,Male,0.7379999999999999,0.7287037209806526,0.0,18.435897435897434,1
1177.0,15604217.0,726.0,37.0,9.0,0.0,1.0,0.0,0.0,14121.61,0.0,Williams,France,Male,0.7519999999999999,0.07019195016208159,0.0,19.62162162162162,1
1178.0,15651369.0,626.0,37.0,1.0,0.0,2.0,1.0,0.0,66232.23,0.0,Wright,France,Male,0.5519999999999999,0.33087224911395513,0.0,16.91891891891892,1
1179.0,15782454.0,552.0,49.0,5.0,0.0,1.0,1.0,1.0,190296.76,1.0,Hancock,France,Male,0.404,0.951497733318973,0.0,11.26530612244898,1
1180.0,15814032.0,807.0,31.0,1.0,93460.47,2.0,0.0,0.0,172782.69,0.0,Hsieh,Germany,Female,0.914,0.8638846325064315,0.37250371256313675,26.032258064516128,1
1181.0,15570326.0,621.0,37.0,6.0,0.0,2.0,1.0,1.0,99128.13,0.0,Smith,France,Male,0.5419999999999999,0.49543204606687835,0.0,16.783783783783782,1
4988.5,15690533.0,651.0,24.0,7.0,40224.7,1.0,1.0,1.0,178341.33,0.0,Longo,Germany,Female,0.602,0.8916914008190296,0.16032286256144876,27.125,1
1183.0,15755638.0,673.0,37.0,5.0,168069.73,1.0,1.0,1.0,100272.16500000001,1.0,Mancini,France,Female,0.646,0.5011550135888807,0.6698724968372618,18.18918918918919,1
1184.0,15600992.0,652.0,36.0,1.0,0.0,1.0,1.0,1.0,151314.98,0.0,Madukaego,France,Male,0.604,0.7564936810916888,0.0,18.11111111111111,1
1185.0,15755649.0,584.0,47.0,7.0,130538.77,1.0,1.0,0.0,100272.16500000001,0.0,Winter-Irving,Germany,Male,0.46799999999999986,0.5011550135888807,0.5202860252941743,12.425531914893616,1
1186.0,15795228.0,756.0,37.0,3.0,132623.6,1.0,1.0,1.0,58974.0,0.0,Stewart,France,Male,0.8119999999999999,0.2945633822023456,0.5285954946887002,20.43243243243243,1
1187.0,15589257.0,670.0,35.0,3.0,103465.02,2.0,1.0,1.0,174627.06,0.0,Grant,France,Female,0.64,0.8731109845048892,0.412378667370485,19.142857142857142,1
1188.0,15719302.0,765.0,50.0,9.0,126547.8,1.0,1.0,1.0,79579.94,1.0,Brennan,France,Female,0.83,0.39764338008731365,0.5043792880208854,15.3,1
1189.0,15639882.0,528.0,30.0,2.0,97221.52,2.0,1.0,0.0,50771.16,0.0,She,France,Male,0.356,0.2535291595534041,0.3874940618320371,17.6,1
4988.5,15791279.0,701.0,40.0,5.0,169742.64,1.0,1.0,1.0,100272.16500000001,1.0,Murray,France,Male,0.7020000000000001,0.5011550135888807,0.6765401841042314,17.525,1
1191.0,15636935.0,797.0,29.0,1.0,0.0,2.0,1.0,1.0,132975.39,0.0,Rischbieth,France,Female,0.894,0.6647509652334858,0.0,27.482758620689655,1
1192.0,15686909.0,639.0,27.0,3.0,150795.81,1.0,0.0,1.0,85208.93,0.0,Smith,Germany,Male,0.578,0.4258020701201151,0.601024144902817,23.666666666666668,1
1193.0,15589572.0,785.0,61.0,4.0,129855.72,2.0,1.0,0.0,170214.82,1.0,Otutodilichukwu,Spain,Female,0.87,0.851039014487119,0.5175636052071979,12.868852459016393,1
1194.0,15779947.0,363.0,28.0,6.0,146098.43,3.0,1.0,1.0,100615.14,1.0,Thomas,Spain,Female,0.025999999999999912,0.5028707257706398,0.5823018820111385,12.964285714285714,1
1195.0,15573769.0,764.0,37.0,7.0,0.0,2.0,1.0,0.0,186105.99,0.0,Fiorentini,France,Female,0.828,0.9305336538964187,0.0,20.64864864864865,1
1196.0,15578866.0,652.0,37.0,5.0,0.0,1.0,1.0,1.0,55119.53,0.0,Hughes,France,Female,0.604,0.2752816236682689,0.0,17.62162162162162,1
1197.0,15739131.0,718.0,28.0,4.0,65643.3,1.0,1.0,0.0,28760.99,0.0,Whitworth,Germany,Male,0.7359999999999999,0.14342458402577538,0.2616333189304072,25.642857142857142,1
1198.0,15690533.0,590.0,37.0,5.0,0.0,1.0,1.0,0.0,171021.44,0.0,McIntosh,Spain,Female,0.47999999999999987,0.8550740833989946,0.0,15.945945945945946,1
1199.0,15678058.0,584.0,38.0,9.0,104584.16,1.0,1.0,0.0,176678.72,0.0,Ayers,France,Male,0.46799999999999986,0.8833742924860186,0.4168392035188471,15.368421052631579,1
1200.0,15769169.0,645.0,41.0,7.0,97221.52,1.0,0.0,1.0,28667.56,0.0,Trentino,France,Male,0.59,0.1429572059686524,0.3874940618320371,15.731707317073171,1
1201.0,15690533.0,772.0,30.0,6.0,99785.28,2.0,0.0,0.0,100272.16500000001,0.0,Boyd,Germany,Male,0.844,0.5011550135888807,0.3977123939046328,25.733333333333334,1
1202.0,15651052.0,399.0,46.0,2.0,127655.22,1.0,1.0,0.0,139994.68,0.0,McMasters,Germany,Male,0.09799999999999998,0.699864548906639,0.508793111976261,8.673913043478262,1
1203.0,15690533.0,529.0,22.0,5.0,0.0,1.0,1.0,0.0,151169.83,0.0,Alekseyeva,France,Male,0.358,0.7557675767890942,0.0,24.045454545454547,1
1204.0,15569451.0,463.0,35.0,2.0,101257.16,1.0,1.0,1.0,118113.64,0.0,Miller,France,Male,0.22599999999999998,0.590405938577729,0.4035788395200618,13.228571428571428,1
1205.0,15650098.0,652.0,40.0,7.0,0.0,2.0,1.0,1.0,34453.17,0.0,Baranova,France,Female,0.604,0.17189937830164229,0.0,16.3,1
1206.0,15724307.0,780.0,37.0,10.0,121313.88,1.0,0.0,1.0,64872.33,0.0,Mitchell,France,Male,0.86,0.3240694296782115,0.48351854731138055,21.08108108108108,1
1207.0,15599268.0,584.0,32.0,5.0,0.0,2.0,1.0,0.0,100272.16500000001,0.0,Yobachi,Spain,Male,0.46799999999999986,0.5011550135888807,0.0,18.25,1
4988.5,15594864.0,752.0,30.0,4.0,81523.38,1.0,1.0,1.0,36885.85,0.0,Huang,Germany,Male,0.8039999999999999,0.18406871633013328,0.32492626787234613,25.066666666666666,1
1209.0,15616451.0,697.0,47.0,6.0,128252.66,1.0,1.0,1.0,168053.4,0.0,Genovese,France,Female,0.6940000000000001,0.8402266385882992,0.5111743178276089,14.829787234042554,1
1210.0,15715667.0,850.0,37.0,7.0,0.0,2.0,0.0,0.0,155227.0,0.0,Sorokina,France,Female,0.9999999999999999,0.7760633301019233,0.0,22.972972972972972,1
1211.0,15658969.0,711.0,51.0,7.0,0.0,3.0,1.0,0.0,38409.79,1.0,Gray,France,Male,0.7219999999999999,0.191692136177848,0.0,13.941176470588236,1
1212.0,15738174.0,452.0,32.0,5.0,0.0,1.0,0.0,1.0,75279.39,0.0,Ervin,France,Female,0.20399999999999996,0.37613013269825013,0.0,14.125,1
1213.0,15813590.0,610.0,42.0,6.0,0.0,2.0,1.0,0.0,158302.59,1.0,Smith,Spain,Male,0.5199999999999999,0.7914487874358294,0.0,14.523809523809524,1
1214.0,15690533.0,694.0,22.0,4.0,0.0,2.0,1.0,1.0,11525.72,0.0,Noble,France,Female,0.6880000000000001,0.05720616374760064,0.0,31.545454545454547,1
1215.0,15674148.0,652.0,33.0,6.0,97221.52,1.0,1.0,0.0,94993.04,1.0,Milanesi,Spain,Male,0.604,0.47474650255592216,0.3874940618320371,19.757575757575758,1
1216.0,15625080.0,745.0,54.0,8.0,0.0,1.0,1.0,0.0,173912.29,1.0,Parkin,Spain,Female,0.7899999999999999,0.8695353897934498,0.0,13.796296296296296,1
1217.0,15682528.0,572.0,33.0,5.0,0.0,1.0,0.0,1.0,41139.05,0.0,Cremonesi,France,Male,0.44400000000000006,0.20534509814063776,0.0,17.333333333333332,1
1218.0,15696900.0,505.0,29.0,3.0,145541.56,2.0,1.0,1.0,58019.95,0.0,Burns,Germany,Male,0.30999999999999994,0.28979080342253,0.5800823752783452,17.413793103448278,1
1219.0,15730038.0,706.0,23.0,5.0,0.0,1.0,0.0,0.0,164128.41,1.0,Docherty,France,Female,0.7119999999999999,0.8205921079190591,0.0,30.695652173913043,1
1220.0,15812272.0,693.0,44.0,5.0,124601.58,1.0,1.0,1.0,46998.13,1.0,Ugonna,Germany,Male,0.686,0.23465479980956708,0.4966222740077456,15.75,1
1221.0,15654654.0,725.0,33.0,7.0,115182.84,2.0,1.0,1.0,177279.41,0.0,L?,Germany,Female,0.7499999999999999,0.8863792087349023,0.45908217157013836,21.96969696969697,1
1222.0,15697625.0,791.0,37.0,2.0,163789.49,2.0,1.0,0.0,75832.53,0.0,Bevan,France,Male,0.882,0.3788971828803865,0.6528128213331557,21.37837837837838,1
1223.0,15616280.0,536.0,37.0,1.0,65733.41,1.0,1.0,0.0,61094.53,0.0,Hsia,France,Male,0.372,0.3051712082910856,0.26199246873501514,14.486486486486486,1
1224.0,15654229.0,699.0,47.0,1.0,0.0,2.0,0.0,1.0,30117.44,0.0,Smith,Spain,Male,0.6980000000000001,0.15021014504027239,0.0,14.872340425531915,1
1225.0,15628298.0,500.0,37.0,8.0,128486.11,1.0,1.0,0.0,179227.12,0.0,Smith,Spain,Female,0.29999999999999993,0.8961225129802087,0.5121047752894413,13.513513513513514,1
1226.0,15733387.0,707.0,53.0,6.0,109663.47,1.0,1.0,1.0,52110.45,0.0,Pham,France,Female,0.7139999999999999,0.2602288786813526,0.4370837179350389,13.339622641509434,1
1227.0,15775572.0,531.0,42.0,6.0,97221.52,2.0,1.0,0.0,75248.75,0.0,Smith,Germany,Female,0.362,0.37597685790781615,0.3874940618320371,12.642857142857142,1
1228.0,15613844.0,557.0,28.0,7.0,146445.24,2.0,1.0,0.0,184317.74,0.0,Murphy,France,Female,0.41400000000000003,0.9215880388835732,0.5836841563839725,19.892857142857142,1
1229.0,15578515.0,659.0,38.0,3.0,0.0,2.0,1.0,0.0,158553.1,0.0,Osinachi,France,Female,0.618,0.7927019489159736,0.0,17.342105263157894,1
1230.0,15607598.0,575.0,31.0,6.0,0.0,2.0,1.0,1.0,95686.42,0.0,Muravyov,Spain,Female,0.45000000000000007,0.4782150950556324,0.0,18.548387096774192,1
1231.0,15690533.0,775.0,36.0,2.0,97221.52,2.0,0.0,1.0,71682.54,0.0,Igwebuike,Germany,Male,0.85,0.35813710299940854,0.3874940618320371,21.52777777777778,1
1232.0,15749482.0,772.0,30.0,4.0,78653.05,1.0,1.0,0.0,1790.48,0.0,Zack,Spain,Male,0.844,0.008506200600583056,0.3134860452704124,25.733333333333334,1
1233.0,15607537.0,587.0,46.0,5.0,107850.82,1.0,1.0,0.0,139431.0,1.0,Crawford,Germany,Male,0.47399999999999987,0.6970447729969839,0.42985907146602836,12.76086956521739,1
1234.0,15575410.0,667.0,39.0,4.0,83765.35,2.0,1.0,0.0,118358.54,0.0,Chidiegwu,Germany,Female,0.634,0.5916310363641939,0.3338620473356334,17.102564102564102,1
1235.0,15684865.0,771.0,66.0,7.0,97221.52,1.0,1.0,1.0,130827.88,0.0,Lucchesi,France,Female,0.842,0.654008173288156,0.3874940618320371,11.681818181818182,1
4988.5,15600700.0,523.0,63.0,6.0,116227.27,1.0,1.0,1.0,119404.63,0.0,Pan,Germany,Male,0.346,0.5968640398082244,0.4632449374166221,8.301587301587302,1
1237.0,15774155.0,662.0,33.0,0.0,103471.52,1.0,1.0,1.0,162703.0,0.0,Trevisani,Germany,Male,0.624,0.8134615785772668,0.4124045743034553,20.060606060606062,1
1238.0,15634267.0,717.0,42.0,5.0,0.0,1.0,1.0,1.0,172665.21,0.0,Smith,France,Male,0.7339999999999999,0.8632969457446761,0.0,17.071428571428573,1
1239.0,15619626.0,746.0,24.0,3.0,137492.35,2.0,0.0,1.0,170142.09,0.0,Wade,France,Male,0.7919999999999999,0.8506751869574759,0.5480007839039349,31.083333333333332,1
1240.0,15660422.0,652.0,28.0,7.0,0.0,2.0,1.0,0.0,73977.23,0.0,Chung,France,Male,0.604,0.3696161542024431,0.0,23.285714285714285,1
4988.5,15617934.0,579.0,36.0,9.0,129829.59,1.0,1.0,1.0,60906.12,0.0,Septimus,France,Male,0.45799999999999985,0.30422869839338107,0.5174594593366574,16.083333333333332,1
1242.0,15760774.0,519.0,21.0,1.0,146329.57,2.0,1.0,1.0,194867.27,0.0,Hargraves,France,Female,0.33799999999999997,0.9743614396644843,0.5832231325475615,24.714285714285715,1
4988.5,15813132.0,696.0,30.0,4.0,114027.7,1.0,1.0,1.0,193716.56,0.0,Chukwukadibia,Germany,Male,0.6920000000000001,0.9686050808492004,0.4544781508699409,23.2,1
1244.0,15593331.0,693.0,37.0,6.0,146580.69,1.0,0.0,1.0,14633.35,0.0,Sidorov,Germany,Male,0.686,0.0727518992892582,0.5842240170102532,18.72972972972973,1
1245.0,15616709.0,587.0,38.0,0.0,132122.42,2.0,0.0,1.0,31730.32,0.0,Smith,Germany,Female,0.47399999999999987,0.1582784819852847,0.5265979505862322,15.447368421052632,1
1246.0,15658052.0,626.0,44.0,10.0,81553.93,1.0,1.0,0.0,20063.63,1.0,Cameron,France,Female,0.5519999999999999,0.09991655428266223,0.3250480304573064,14.227272727272727,1
1247.0,15721189.0,666.0,66.0,7.0,0.0,2.0,1.0,1.0,99792.82,0.0,Kung,France,Female,0.632,0.4987571185359897,0.0,10.090909090909092,1
1248.0,15690533.0,512.0,24.0,6.0,0.0,2.0,1.0,1.0,37654.31,0.0,Hay,France,Male,0.32399999999999995,0.1879128920956981,0.0,21.333333333333332,1
1249.0,15770030.0,652.0,28.0,3.0,0.0,2.0,1.0,1.0,192449.02,0.0,Conti,Spain,Female,0.604,0.9622642868587727,0.0,23.285714285714285,1
1250.0,15803681.0,803.0,26.0,4.0,0.0,2.0,1.0,1.0,181208.47,0.0,Sims,France,Female,0.906,0.9060340993387724,0.0,30.884615384615383,1
1251.0,15702789.0,548.0,32.0,5.0,175214.71,1.0,1.0,1.0,155165.61,0.0,Carter,Germany,Male,0.396,0.7757562302525517,0.6983501149809471,17.125,1
1252.0,15814930.0,588.0,40.0,10.0,97221.52,1.0,1.0,0.0,121504.18,1.0,McGregor,Germany,Female,0.47599999999999987,0.607366914686021,0.3874940618320371,14.7,1
1253.0,15658306.0,693.0,68.0,4.0,97705.99,1.0,1.0,1.0,61569.07,0.0,Lo,France,Male,0.686,0.30754506661525494,0.3894250051883616,10.191176470588236,1
1254.0,15699523.0,499.0,37.0,4.0,126817.65,2.0,1.0,0.0,123269.71,0.0,Chu,Germany,Female,0.29799999999999993,0.6161988742406858,0.5054548243073512,13.486486486486486,1
1255.0,15610383.0,628.0,37.0,1.0,46870.43,4.0,1.0,0.0,100272.16500000001,1.0,Dumetolisa,France,Male,0.5559999999999999,0.5011550135888807,0.18681062896891723,16.972972972972972,1
1256.0,15615032.0,624.0,46.0,3.0,0.0,2.0,1.0,1.0,62825.03,0.0,Peng,Spain,Male,0.5479999999999999,0.3138279323395851,0.0,13.565217391304348,1
1257.0,15781989.0,733.0,42.0,9.0,120094.93,1.0,1.0,0.0,184056.45,0.0,Drake-Brockman,France,Male,0.7659999999999999,0.9202809510900845,0.4786602002430549,17.452380952380953,1
1258.0,15647402.0,628.0,38.0,5.0,0.0,2.0,1.0,1.0,48924.73,0.0,Wan,France,Female,0.5559999999999999,0.2442925025266079,0.0,16.526315789473685,1
1259.0,15740494.0,633.0,33.0,5.0,0.0,2.0,1.0,0.0,191111.02,0.0,Cameron,France,Female,0.566,0.9555710208796382,0.0,19.181818181818183,1
4988.5,15701265.0,652.0,36.0,1.0,104356.94,2.0,0.0,1.0,54184.06,0.0,Tretiakov,Germany,Female,0.604,0.2706019902411382,0.4159335768558462,18.11111111111111,1
1261.0,15743532.0,652.0,37.0,5.0,147004.34,1.0,1.0,0.0,100272.16500000001,1.0,Ball,Germany,Male,0.604,0.5011550135888807,0.5859125511876158,17.62162162162162,1
1262.0,15794870.0,744.0,38.0,6.0,73023.17,2.0,1.0,0.0,78770.86,0.0,Sal,Germany,Male,0.7879999999999999,0.3935960051707231,0.29104713391799836,19.57894736842105,1
1263.0,15690533.0,665.0,40.0,1.0,173432.55,1.0,0.0,1.0,116766.79,0.0,Chung,Spain,Female,0.63,0.5836684009962662,0.691246991955977,16.625,1
1264.0,15726557.0,638.0,42.0,7.0,165679.92,1.0,0.0,0.0,32916.29,0.0,Lai,France,Female,0.576,0.16421122686815032,0.6603474741477706,15.19047619047619,1
4988.5,15732199.0,837.0,31.0,9.0,104678.62,1.0,0.0,1.0,50972.6,0.0,Gether,Spain,Male,0.9739999999999999,0.25453685125657066,0.4172156910401351,27.0,1
1266.0,15662291.0,534.0,55.0,8.0,116973.26,3.0,1.0,0.0,122066.5,1.0,Davidson,France,Male,0.368,0.6101798872759964,0.46621821632839056,9.709090909090909,1
1267.0,15749050.0,548.0,36.0,3.0,97221.52,1.0,1.0,1.0,65996.9,0.0,Justice,France,Female,0.396,0.32969502468729617,0.3874940618320371,15.222222222222221,1
1268.0,15690533.0,837.0,38.0,2.0,126732.85,1.0,1.0,1.0,79577.38,0.0,Osonduagwuike,Germany,Male,0.9739999999999999,0.39763057383850453,0.5051168384741391,22.026315789473685,1
1269.0,15617078.0,658.0,44.0,6.0,148481.09,1.0,1.0,0.0,130529.13,0.0,Ewing,France,Male,0.616,0.6525136940570152,0.5917984070743624,14.954545454545455,1
1270.0,15723339.0,554.0,38.0,5.0,137654.05,2.0,1.0,1.0,100272.16500000001,0.0,Chin,France,Female,0.40800000000000003,0.5011550135888807,0.5486452686825954,14.578947368421053,1
1271.0,15671322.0,724.0,30.0,7.0,115315.04,1.0,1.0,1.0,15216.53,0.0,Chiang,Germany,Male,0.7479999999999999,0.07566922279726393,0.4596090787299338,24.133333333333333,1
4988.5,15793854.0,723.0,42.0,2.0,99095.73,1.0,1.0,1.0,17512.53,0.0,Ahmed,France,Male,0.7459999999999999,0.08715482719793123,0.39496406688468616,17.214285714285715,1
1273.0,15756539.0,585.0,39.0,7.0,165610.41,2.0,0.0,1.0,131852.01,0.0,Marshall,France,Female,0.46999999999999986,0.6591313231291209,0.6600704293922685,15.0,1
1274.0,15612064.0,474.0,33.0,5.0,0.0,2.0,1.0,0.0,181945.52,1.0,Tsou,France,Male,0.248,0.9097211484343786,0.0,14.363636363636363,1
1275.0,15625916.0,562.0,32.0,6.0,161628.66,1.0,1.0,1.0,91482.5,0.0,Chien,Spain,Male,0.42400000000000004,0.45718523353470325,0.6442004401069774,17.5625,1
1276.0,15683195.0,719.0,32.0,9.0,146605.27,1.0,1.0,1.0,77119.45,0.0,Ubanwa,France,Male,0.7379999999999999,0.3853349241762518,0.5843219850737007,22.46875,1
1277.0,15690182.0,652.0,37.0,5.0,113488.68,1.0,1.0,0.0,95611.74,1.0,Kapustin,Germany,Male,0.604,0.4778415127661543,0.4523297885607659,17.62162162162162,1
1278.0,15721719.0,743.0,42.0,7.0,77002.2,2.0,1.0,1.0,80428.42,0.0,Calabresi,France,Male,0.7859999999999999,0.40188785117698184,0.3069062821482619,17.69047619047619,1
1279.0,15641690.0,681.0,67.0,7.0,97221.52,2.0,1.0,1.0,163714.92,0.0,Hsiao,Spain,Male,0.662,0.8185236486143415,0.3874940618320371,10.164179104477611,1
1280.0,15634896.0,652.0,39.0,6.0,0.0,2.0,0.0,1.0,27375.15,0.0,Grant,France,Female,0.604,0.13649200127202069,0.0,16.71794871794872,1
1281.0,15671590.0,741.0,25.0,4.0,97221.52,2.0,1.0,1.0,73873.65,0.0,H?,Spain,Male,0.7819999999999999,0.36909800136976834,0.3874940618320371,29.64,1
1282.0,15779182.0,790.0,46.0,8.0,182364.53,1.0,0.0,0.0,139266.48,1.0,Chia,Spain,Male,0.88,0.6962217714133613,0.7268470238254904,17.17391304347826,1
1283.0,15778287.0,622.0,35.0,8.0,0.0,2.0,1.0,1.0,131772.51,0.0,Ugoji,France,Male,0.5439999999999999,0.6587336290743069,0.0,17.771428571428572,1
1284.0,15609510.0,669.0,45.0,7.0,149364.58,1.0,0.0,1.0,173454.07,0.0,Gregory,France,Male,0.638,0.8672431713054386,0.595319717260502,14.866666666666667,1
1285.0,15690533.0,583.0,59.0,7.0,127450.14,1.0,1.0,1.0,67552.71,0.0,Mackay,France,Male,0.46599999999999986,0.3374778723278024,0.5079757283126388,9.88135593220339,1
1286.0,15658532.0,520.0,63.0,5.0,162278.32,1.0,1.0,1.0,100272.16500000001,0.0,Nnamutaezinwa,Spain,Female,0.33999999999999997,0.5011550135888807,0.6467897782721265,8.253968253968255,1
1287.0,15590993.0,579.0,37.0,5.0,152212.88,2.0,0.0,0.0,120219.14,0.0,Findlay,Spain,Male,0.45799999999999985,0.600938577979125,0.6066721352880766,15.64864864864865,1
1288.0,15565701.0,652.0,39.0,9.0,161993.89,1.0,0.0,0.0,90212.38,0.0,Ferri,Spain,Female,0.604,0.45083153324664776,0.6456561307421672,16.71794871794872,1
1289.0,15597239.0,548.0,39.0,7.0,131468.44,1.0,1.0,0.0,164975.82,0.0,Ku,Spain,Male,0.396,0.8248312263969204,0.5239913942748629,14.051282051282051,1
1290.0,15688880.0,672.0,40.0,10.0,102980.44,1.0,1.0,0.0,1285.81,0.0,Amechi,Germany,Male,0.644,0.005981618730859723,0.41044728558914106,16.8,1
1291.0,15813917.0,653.0,31.0,9.0,143321.97,1.0,1.0,0.0,83679.46,0.0,Kirk,Germany,Male,0.606,0.4181509867739964,0.5712357953781155,21.06451612903226,1
1292.0,15679611.0,734.0,37.0,2.0,130404.92,1.0,0.0,0.0,34548.74,0.0,Andrews,Spain,Female,0.7679999999999999,0.17237746158237913,0.5197525417590864,19.83783783783784,1
1293.0,15636589.0,652.0,37.0,7.0,0.0,2.0,1.0,1.0,74275.08,0.0,Murray,France,Female,0.604,0.37110613123673697,0.0,17.62162162162162,1
1294.0,15687752.0,641.0,37.0,2.0,87505.47,2.0,0.0,1.0,100272.16500000001,0.0,Smith,France,Male,0.582,0.5011550135888807,0.3487689762803695,17.324324324324323,1
1295.0,15584363.0,824.0,30.0,0.0,133634.02,1.0,1.0,1.0,162053.92,0.0,Longstaff,France,Male,0.9480000000000001,0.8102145942112454,0.5326227074905194,27.466666666666665,1
1296.0,15690533.0,534.0,33.0,3.0,151233.62,1.0,0.0,0.0,199336.63,0.0,McWilliam,Spain,Female,0.368,0.9967191491088077,0.6027691163372348,16.181818181818183,1
